,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,song_title
0,0.124,0.106,0,-22.245,0,0.0394,0.972,0.919,0.0802,0.0456,78.658,audio_features,7fcDQg8prLdJwim6Ey7neB,spotify:track:7fcDQg8prLdJwim6Ey7neB,https://api.spotify.com/v1/tracks/7fcDQg8prLdJwim6Ey7neB,https://api.spotify.com/v1/audio-analysis/7fcDQg8prLdJwim6Ey7neB,599653,4,"Piano Concerto No. 2 in C Minor, Op. 18: I. Moderato"
1,0.138,0.0967,4,-22.356,1,0.0386,0.973,0.919,0.0605,0.0384,65.605,audio_features,49ow4D5a5BuIn5bZ2tggip,spotify:track:49ow4D5a5BuIn5bZ2tggip,https://api.spotify.com/v1/tracks/49ow4D5a5BuIn5bZ2tggip,https://api.spotify.com/v1/audio-analysis/49ow4D5a5BuIn5bZ2tggip,625680,4,"Piano Concerto No. 2 in C Minor, Op. 18: II. Adagio sostenuto"
2,0.343,0.0342,8,-25.591,1,0.0406,0.991,0.92,0.1,0.0378,60.228,audio_features,6GzMz3s0K1YKwRVI36CgRx,spotify:track:6GzMz3s0K1YKwRVI36CgRx,https://api.spotify.com/v1/tracks/6GzMz3s0K1YKwRVI36CgRx,https://api.spotify.com/v1/audio-analysis/6GzMz3s0K1YKwRVI36CgRx,270000,3,"Liebestraume, S541/R211 : No. 3: Nocturne in A-Flat Major"
3,0.271,0.0775,2,-24.808,1,0.04,0.987,0.917,0.0839,0.038,111.647,audio_features,2Ylzn6qkN5YgCCNbMLwnXM,spotify:track:2Ylzn6qkN5YgCCNbMLwnXM,https://api.spotify.com/v1/tracks/2Ylzn6qkN5YgCCNbMLwnXM,https://api.spotify.com/v1/audio-analysis/2Ylzn6qkN5YgCCNbMLwnXM,336600,4,"Piano Concerto No. 1 in F-Sharp Minor, Op. 1: II. Andante"
4,0.455,0.0254,3,-26.282,1,0.0442,0.99,0.914,0.126,0.104,131.983,audio_features,2FRnxuLDZ4vSdvER2Xzrv2,spotify:track:2FRnxuLDZ4vSdvER2Xzrv2,https://api.spotify.com/v1/tracks/2FRnxuLDZ4vSdvER2Xzrv2,https://api.spotify.com/v1/audio-analysis/2FRnxuLDZ4vSdvER2Xzrv2,304267,4,"Chopin: Nocturne No. 2 in E-Flat Major, Op. 9 No. 2"
5,0.184,0.00527,1,-37.264,0,0.0432,0.995,0.887,0.173,0.151,170.612,audio_features,3DNRdudZ2SstnDCVKFdXxG,spotify:track:3DNRdudZ2SstnDCVKFdXxG,https://api.spotify.com/v1/tracks/3DNRdudZ2SstnDCVKFdXxG,https://api.spotify.com/v1/audio-analysis/3DNRdudZ2SstnDCVKFdXxG,315427,3,"Sonata No. 14 ""Moonlight"" in C-Sharp Minor"", Op. 27 No. 2: I. Adagio sostenuto"
6,0.28,0.287,8,-22.167,0,0.0367,0.931,0.888,0.0762,0.509,87.953,audio_features,2Hnurh1BcigGbCGFOb4Uid,spotify:track:2Hnurh1BcigGbCGFOb4Uid,https://api.spotify.com/v1/tracks/2Hnurh1BcigGbCGFOb4Uid,https://api.spotify.com/v1/audio-analysis/2Hnurh1BcigGbCGFOb4Uid,287987,4,"La campanella in G-Sharp Minor (From ""Grandes études de Paganini"", S. 141 / 3)"
7,0.311,0.0075,2,-30.619,1,0.0397,0.994,0.943,0.0877,0.0387,68.138,audio_features,1Fye8VOMOlXxtBo02TpNWD,spotify:track:1Fye8VOMOlXxtBo02TpNWD,https://api.spotify.com/v1/tracks/1Fye8VOMOlXxtBo02TpNWD,https://api.spotify.com/v1/audio-analysis/1Fye8VOMOlXxtBo02TpNWD,375920,3,"Ständchen (From Schwanengesang, D957)"
8,0.537,0.0128,1,-23.266,0,0.0575,0.996,0.927,0.145,0.0841,132.804,audio_features,7qSq4zxpPCk5TmktwPpsnR,spotify:track:7qSq4zxpPCk5TmktwPpsnR,https://api.spotify.com/v1/tracks/7qSq4zxpPCk5TmktwPpsnR,https://api.spotify.com/v1/audio-analysis/7qSq4zxpPCk5TmktwPpsnR,203493,4,"Etude in C-Sharp Minor, Op. 2, No. 1"
9,0.25,0.162,7,-19.951,0,0.0452,0.99,0.892,0.0421,0.0718,60.278,audio_features,7cphIsj0ZUZOMA770gSU47,spotify:track:7cphIsj0ZUZOMA770gSU47,https://api.spotify.com/v1/tracks/7cphIsj0ZUZOMA770gSU47,https://api.spotify.com/v1/audio-analysis/7cphIsj0ZUZOMA770gSU47,562507,4,"Ballade No. 1 In G Minor, Op. 23"
10,0.295,0.0363,1,-25.695,0,0.0445,0.991,0.875,0.0924,0.124,67.38,audio_features,2pDOy9QRebhLcOpjHglcV6,spotify:track:2pDOy9QRebhLcOpjHglcV6,https://api.spotify.com/v1/tracks/2pDOy9QRebhLcOpjHglcV6,https://api.spotify.com/v1/audio-analysis/2pDOy9QRebhLcOpjHglcV6,246827,4,"Chopin: Nocturne No. 20 in C-Sharp Minor, Op. Posth."
11,0.305,0.0423,1,-28.466,1,0.0476,0.995,0.915,0.117,0.068,66.592,audio_features,1IkOVgd0g26okU5R3INYRx,spotify:track:1IkOVgd0g26okU5R3INYRx,https://api.spotify.com/v1/tracks/1IkOVgd0g26okU5R3INYRx,https://api.spotify.com/v1/audio-analysis/1IkOVgd0g26okU5R3INYRx,261053,4,"Valse nonchalante en Ré-Bémol Majeur, Op. 110"
12,0.261,0.0275,6,-28.488,1,0.0408,0.993,0.916,0.0956,0.0624,138.825,audio_features,1ZETgaJtaG2hGspJeYZiql,spotify:track:1ZETgaJtaG2hGspJeYZiql,https://api.spotify.com/v1/tracks/1ZETgaJtaG2hGspJeYZiql,https://api.spotify.com/v1/audio-analysis/1ZETgaJtaG2hGspJeYZiql,181893,4,"Poeme in F-Sharp Major, Op. 32, No. 1: Andante cantabile - Remastered"
13,0.199,0.065,1,-25.552,1,0.0389,0.99,0.891,0.0643,0.0466,65.235,audio_features,69elXfxZhkOAicyjzIF9xP,spotify:track:69elXfxZhkOAicyjzIF9xP,https://api.spotify.com/v1/tracks/69elXfxZhkOAicyjzIF9xP,https://api.spotify.com/v1/audio-analysis/69elXfxZhkOAicyjzIF9xP,586560,3,"Ballade No. 4 in F Minor, Op. 52"
14,0.24,0.0124,6,-28.774,1,0.0391,0.99,0.918,0.0873,0.0554,65.797,audio_features,1iZ48h6R9LINKH4CInc34q,spotify:track:1iZ48h6R9LINKH4CInc34q,https://api.spotify.com/v1/tracks/1iZ48h6R9LINKH4CInc34q,https://api.spotify.com/v1/audio-analysis/1iZ48h6R9LINKH4CInc34q,334493,3,"Nocturne No. 1 in B-Flat Minor, Op. 9, No. 1"
15,0.441,0.152,5,-21.901,0,0.0446,0.99,0.905,0.0983,0.128,137.377,audio_features,6bzN2cfFWbAHYUyvRvt6CM,spotify:track:6bzN2cfFWbAHYUyvRvt6CM,https://api.spotify.com/v1/tracks/6bzN2cfFWbAHYUyvRvt6CM,https://api.spotify.com/v1/audio-analysis/6bzN2cfFWbAHYUyvRvt6CM,591333,4,"Piano Sonata No. 8 in C Minor, Op. 13, ""Pathetique"": I. Grave - Allegro di molto e con brio"
16,0.265,0.00368,8,-36.722,1,0.0423,0.996,0.9,0.108,0.103,73.926,audio_features,4amYULVLs1rYWkQQQaskEN,spotify:track:4amYULVLs1rYWkQQQaskEN,https://api.spotify.com/v1/tracks/4amYULVLs1rYWkQQQaskEN,https://api.spotify.com/v1/audio-analysis/4amYULVLs1rYWkQQQaskEN,358667,3,"Piano Sonata No. 8 in C Minor, Op. 13, ""Pathetique"": II. Adagio cantabile"
17,0.363,0.153,0,-22.339,0,0.0389,0.993,0.904,0.123,0.206,98.13,audio_features,1Im6RfUq5kXDMifj8QOfsU,spotify:track:1Im6RfUq5kXDMifj8QOfsU,https://api.spotify.com/v1/tracks/1Im6RfUq5kXDMifj8QOfsU,https://api.spotify.com/v1/audio-analysis/1Im6RfUq5kXDMifj8QOfsU,294293,4,"Piano Sonata No. 8 in C Minor, Op. 13, ""Pathetique"": III. Rondo: Allegro"
18,0.296,0.00896,7,-31.948,0,0.0394,0.994,0.91,0.0815,0.0673,69.44,audio_features,43bSKCMWHIuBsUVmQcDX1J,spotify:track:43bSKCMWHIuBsUVmQcDX1J,https://api.spotify.com/v1/tracks/43bSKCMWHIuBsUVmQcDX1J,https://api.spotify.com/v1/audio-analysis/43bSKCMWHIuBsUVmQcDX1J,257000,3,"Rêverie, L. 68: Rêverie"
19,0.275,0.157,7,-18.752,1,0.0636,0.89,0.842,0.186,0.304,73.289,audio_features,17i5jLpzndlQhbS4SrTd0B,spotify:track:17i5jLpzndlQhbS4SrTd0B,https://api.spotify.com/v1/tracks/17i5jLpzndlQhbS4SrTd0B,https://api.spotify.com/v1/audio-analysis/17i5jLpzndlQhbS4SrTd0B,152280,4,"Cello Suite No. 1 in G Major, BWV 1007: I. Prélude"
20,0.453,0.00715,5,-33.859,1,0.0709,0.995,0.931,0.0647,0.257,135.407,audio_features,50VVlZROGaROAwNqAMxA6B,spotify:track:50VVlZROGaROAwNqAMxA6B,https://api.spotify.com/v1/tracks/50VVlZROGaROAwNqAMxA6B,https://api.spotify.com/v1/audio-analysis/50VVlZROGaROAwNqAMxA6B,186200,3,"Kinderszenen, Op. 15: VII. Träumerei"
21,0.278,0.151,4,-19.607,0,0.042,0.917,0.122,0.273,0.167,99.212,audio_features,2mPd1593fOWtbSGqA0VVcS,spotify:track:2mPd1593fOWtbSGqA0VVcS,https://api.spotify.com/v1/tracks/2mPd1593fOWtbSGqA0VVcS,https://api.spotify.com/v1/audio-analysis/2mPd1593fOWtbSGqA0VVcS,730667,4,"Violin Concerto In E Minor, Op.64, MWV O14: 1. Allegro molto appassionato"
22,0.265,0.169,10,-16.814,0,0.036,0.976,0.871,0.0903,0.0399,81.013,audio_features,7dMKKLuDqwGxPN29dmale9,spotify:track:7dMKKLuDqwGxPN29dmale9,https://api.spotify.com/v1/tracks/7dMKKLuDqwGxPN29dmale9,https://api.spotify.com/v1/audio-analysis/7dMKKLuDqwGxPN29dmale9,1240600,4,"Piano Concerto No. 1 in B-Flat Minor, Op. 23: Allegro non troppo e molto maestoso"
23,0.2,0.0128,7,-35.392,1,0.0446,0.99,0.73,0.103,0.0572,77.847,audio_features,64gNY91aF5i2tOdjHn60hL,spotify:track:64gNY91aF5i2tOdjHn60hL,https://api.spotify.com/v1/tracks/64gNY91aF5i2tOdjHn60hL,https://api.spotify.com/v1/audio-analysis/64gNY91aF5i2tOdjHn60hL,153133,3,"Le carnaval des animaux, R. 125 (Arr. for 2 Pianos & Orchestra): XIII. Le cygne"
24,0.341,0.247,9,-16.986,1,0.0457,0.963,0.763,0.232,0.0994,77.208,audio_features,78dv9BM2N8Ql0vrNE2Cv1I,spotify:track:78dv9BM2N8Ql0vrNE2Cv1I,https://api.spotify.com/v1/tracks/78dv9BM2N8Ql0vrNE2Cv1I,https://api.spotify.com/v1/audio-analysis/78dv9BM2N8Ql0vrNE2Cv1I,946400,4,Rhapsody in Blue
25,0.396,0.0452,0,-20.922,0,0.049,0.992,0.891,0.0772,0.039,131.864,audio_features,5OVWyqNoxga6lYiZ7wvnTh,spotify:track:5OVWyqNoxga6lYiZ7wvnTh,https://api.spotify.com/v1/tracks/5OVWyqNoxga6lYiZ7wvnTh,https://api.spotify.com/v1/audio-analysis/5OVWyqNoxga6lYiZ7wvnTh,354467,4,"Nocturnes, Op. 48: No. 1 in C Minor"
26,0.152,0.0493,3,-24.501,1,0.0361,0.945,0.855,0.154,0.0357,89.144,audio_features,36XkWMbxnHq6aBc9fLdmFm,spotify:track:36XkWMbxnHq6aBc9fLdmFm,https://api.spotify.com/v1/tracks/36XkWMbxnHq6aBc9fLdmFm,https://api.spotify.com/v1/audio-analysis/36XkWMbxnHq6aBc9fLdmFm,264587,3,Enigma Variations: Nimrod
27,0.328,0.0083,10,-30.428,1,0.0389,0.988,0.93,0.0818,0.0374,64.436,audio_features,2VM3HhUnmswDIm3aILbrpd,spotify:track:2VM3HhUnmswDIm3aILbrpd,https://api.spotify.com/v1/tracks/2VM3HhUnmswDIm3aILbrpd,https://api.spotify.com/v1/audio-analysis/2VM3HhUnmswDIm3aILbrpd,391507,3,"Ave Maria, S. 558/12"
28,0.389,0.457,9,-15.987,1,0.0322,0.833,0.852,0.127,0.265,155.048,audio_features,0cVgPTIvASmN27rfHmAYis,spotify:track:0cVgPTIvASmN27rfHmAYis,https://api.spotify.com/v1/tracks/0cVgPTIvASmN27rfHmAYis,https://api.spotify.com/v1/audio-analysis/0cVgPTIvASmN27rfHmAYis,416262,4,Moonlight Sonata - 3rd Movement (Sonata No. 14 C# Minor)
29,0.267,0.0923,4,-23.1,0,0.0362,0.977,0.923,0.151,0.0424,106.712,audio_features,248TUpJRAQDuMpp3L5KqHG,spotify:track:248TUpJRAQDuMpp3L5KqHG,https://api.spotify.com/v1/tracks/248TUpJRAQDuMpp3L5KqHG,https://api.spotify.com/v1/audio-analysis/248TUpJRAQDuMpp3L5KqHG,1166400,3,"Piano Concerto No. 1 in E Minor, Op. 11: I. Allegro maestoso"
30,0.335,0.00532,1,-31.646,1,0.0376,0.994,0.912,0.0621,0.0397,65.832,audio_features,5u5aVJKjSMJr4zesMPz7bL,spotify:track:5u5aVJKjSMJr4zesMPz7bL,https://api.spotify.com/v1/tracks/5u5aVJKjSMJr4zesMPz7bL,https://api.spotify.com/v1/audio-analysis/5u5aVJKjSMJr4zesMPz7bL,268000,4,"Clair de Lune, L. 32"
31,0.204,0.09,1,-22.612,1,0.042,0.99,0.924,0.0888,0.0658,78.116,audio_features,1WlsKkUaGKSuRdMR3f5l4U,spotify:track:1WlsKkUaGKSuRdMR3f5l4U,https://api.spotify.com/v1/tracks/1WlsKkUaGKSuRdMR3f5l4U,https://api.spotify.com/v1/audio-analysis/1WlsKkUaGKSuRdMR3f5l4U,309400,5,"Fantasie Impromtu, Op. 66 (Chopin)"
32,0.329,0.0102,6,-29.214,0,0.0385,0.994,0.918,0.103,0.0684,132.244,audio_features,5Ebm8OIFGeyoK25ZzXuju5,spotify:track:5Ebm8OIFGeyoK25ZzXuju5,https://api.spotify.com/v1/tracks/5Ebm8OIFGeyoK25ZzXuju5,https://api.spotify.com/v1/audio-analysis/5Ebm8OIFGeyoK25ZzXuju5,271213,3,"Debussy: 2 Arabesques, CD 74, L. 66: No. 1, Andantino con moto"
33,0.331,0.169,9,-19.859,1,0.0325,0.994,0.886,0.121,0.258,97.836,audio_features,38EmZT3oWA6lJE0o4ajfG8,spotify:track:38EmZT3oWA6lJE0o4ajfG8,https://api.spotify.com/v1/tracks/38EmZT3oWA6lJE0o4ajfG8,https://api.spotify.com/v1/audio-analysis/38EmZT3oWA6lJE0o4ajfG8,253573,4,Liebesleid (Love's Sorrow)
34,0.31,0.0414,4,-25.03,1,0.0446,0.989,0.804,0.0935,0.0752,95.459,audio_features,2nsxmDs2cxA1VW5KW61kWx,spotify:track:2nsxmDs2cxA1VW5KW61kWx,https://api.spotify.com/v1/tracks/2nsxmDs2cxA1VW5KW61kWx,https://api.spotify.com/v1/audio-analysis/2nsxmDs2cxA1VW5KW61kWx,237533,5,"Études, Op. 25: No. 5 in E Minor"
35,0.369,0.121,7,-22.81,0,0.0378,0.977,0.825,0.108,0.0952,91.002,audio_features,3hhhOX4irvIrrviuVo77jJ,spotify:track:3hhhOX4irvIrrviuVo77jJ,https://api.spotify.com/v1/tracks/3hhhOX4irvIrrviuVo77jJ,https://api.spotify.com/v1/audio-analysis/3hhhOX4irvIrrviuVo77jJ,268160,4,"10 Preludes, Op.23: No 5. in G-Minor ""Alla marcia"""
36,0.318,0.131,9,-21.188,0,0.0447,0.977,0.303,0.0651,0.185,89.954,audio_features,4zwqGZonPVbo2fxcN3467v,spotify:track:4zwqGZonPVbo2fxcN3467v,https://api.spotify.com/v1/tracks/4zwqGZonPVbo2fxcN3467v,https://api.spotify.com/v1/audio-analysis/4zwqGZonPVbo2fxcN3467v,544400,4,"Saint- Saëns: Introduction and Rondo Capriccioso, Op. 28"
37,0.329,0.169,7,-20.65,0,0.0414,0.954,0.815,0.0846,0.148,89.542,audio_features,6apXnq3xsMg6TRGdTBVV7V,spotify:track:6apXnq3xsMg6TRGdTBVV7V,https://api.spotify.com/v1/tracks/6apXnq3xsMg6TRGdTBVV7V,https://api.spotify.com/v1/audio-analysis/6apXnq3xsMg6TRGdTBVV7V,389760,4,"Saint-Saëns: Danse macabre, Op. 40"
38,0.419,0.134,2,-23.015,0,0.0323,0.977,0.754,0.107,0.531,143.937,audio_features,1tmb147bI5B9VvGntgKUQW,spotify:track:1tmb147bI5B9VvGntgKUQW,https://api.spotify.com/v1/tracks/1tmb147bI5B9VvGntgKUQW,https://api.spotify.com/v1/audio-analysis/1tmb147bI5B9VvGntgKUQW,203960,4,Libertango
39,0.34,0.15,9,-18.818,0,0.049,0.901,0.267,0.0932,0.337,132.133,audio_features,4sg8inNCJIzDFFBxkwJi5u,spotify:track:4sg8inNCJIzDFFBxkwJi5u,https://api.spotify.com/v1/tracks/4sg8inNCJIzDFFBxkwJi5u,https://api.spotify.com/v1/audio-analysis/4sg8inNCJIzDFFBxkwJi5u,462773,4,Accolay: Violin Concerto No. 1 in A Minor
40,0.33,0.0137,7,-32.153,0,0.0508,0.995,0.908,0.0808,0.145,78.231,audio_features,2tetVbvlzoPEOKKbSbTl0Q,spotify:track:2tetVbvlzoPEOKKbSbTl0Q,https://api.spotify.com/v1/tracks/2tetVbvlzoPEOKKbSbTl0Q,https://api.spotify.com/v1/audio-analysis/2tetVbvlzoPEOKKbSbTl0Q,324040,4,"Nocturne in G Minor, Op. 37, No. 1"
41,0.33,0.0239,1,-27.774,1,0.037,0.991,0.905,0.0699,0.049,132.152,audio_features,1nEKg1xdANxPH7dXsCRCSA,spotify:track:1nEKg1xdANxPH7dXsCRCSA,https://api.spotify.com/v1/tracks/1nEKg1xdANxPH7dXsCRCSA,https://api.spotify.com/v1/audio-analysis/1nEKg1xdANxPH7dXsCRCSA,335667,3,"Nocturne in D-Flat Major, Op. 27, No. 2"
42,0.298,0.055,0,-16.98,1,0.0383,0.977,0.83,0.471,0.0387,103.032,audio_features,66xbmE10Dtw4b5NHDtvB9A,spotify:track:66xbmE10Dtw4b5NHDtvB9A,https://api.spotify.com/v1/tracks/66xbmE10Dtw4b5NHDtvB9A,https://api.spotify.com/v1/audio-analysis/66xbmE10Dtw4b5NHDtvB9A,205067,4,Lincolnshire Posy: V. Lord Melbourne
43,0.432,0.059,9,-21.831,0,0.0348,0.974,0.737,0.0815,0.472,94.024,audio_features,4pF2yvnLKOoOfo0DQrPhW6,spotify:track:4pF2yvnLKOoOfo0DQrPhW6,https://api.spotify.com/v1/tracks/4pF2yvnLKOoOfo0DQrPhW6,https://api.spotify.com/v1/audio-analysis/4pF2yvnLKOoOfo0DQrPhW6,164853,4,Lincolnshire Posy: VI. The Lost Lady Found
44,0.307,0.0528,1,-20.84,1,0.0478,0.983,0.891,0.0889,0.105,165.409,audio_features,0UlHWQ4Ek6zHpDVJ4lLHu8,spotify:track:0UlHWQ4Ek6zHpDVJ4lLHu8,https://api.spotify.com/v1/tracks/0UlHWQ4Ek6zHpDVJ4lLHu8,https://api.spotify.com/v1/audio-analysis/0UlHWQ4Ek6zHpDVJ4lLHu8,648293,5,"Scherzo No. 2 in B-Flat Minor, Op. 31"
45,0.33,0.0253,5,-26.053,0,0.0384,0.995,0.903,0.0824,0.0468,103.408,audio_features,5k6oL28L9X2TFxOjqnNg9A,spotify:track:5k6oL28L9X2TFxOjqnNg9A,https://api.spotify.com/v1/tracks/5k6oL28L9X2TFxOjqnNg9A,https://api.spotify.com/v1/audio-analysis/5k6oL28L9X2TFxOjqnNg9A,205653,4,"Valse romantique, L. 71"
46,0.19,0.24,5,-19.958,0,0.0329,0.976,0.908,0.14,0.0814,139.291,audio_features,5Dt0EYl86NvwpUVPAH8Zxr,spotify:track:5Dt0EYl86NvwpUVPAH8Zxr,https://api.spotify.com/v1/tracks/5Dt0EYl86NvwpUVPAH8Zxr,https://api.spotify.com/v1/audio-analysis/5Dt0EYl86NvwpUVPAH8Zxr,162707,4,Ocean Etude in C minor--Chopin
47,0.258,0.129,6,-22.539,0,0.0347,0.993,0.911,0.13,0.334,169.178,audio_features,51ZuJ0mymabMyaN3FHph1g,spotify:track:51ZuJ0mymabMyaN3FHph1g,https://api.spotify.com/v1/tracks/51ZuJ0mymabMyaN3FHph1g,https://api.spotify.com/v1/audio-analysis/51ZuJ0mymabMyaN3FHph1g,126333,4,Chopin: Etude No.4 In C Sharp Minor Op.10-4
48,0.322,0.184,0,-18.312,0,0.0338,0.984,0.902,0.0813,0.356,107.847,audio_features,0pjCsB0XNSyqM9UazlTODC,spotify:track:0pjCsB0XNSyqM9UazlTODC,https://api.spotify.com/v1/tracks/0pjCsB0XNSyqM9UazlTODC,https://api.spotify.com/v1/audio-analysis/0pjCsB0XNSyqM9UazlTODC,193600,4,Jazz Suite No. 2: VI. Waltz 2
49,0.419,0.118,3,-22.113,1,0.0348,0.986,0.903,0.0439,0.395,80.282,audio_features,7HylaVoI7GvQNvuI7PGiqE,spotify:track:7HylaVoI7GvQNvuI7PGiqE,https://api.spotify.com/v1/tracks/7HylaVoI7GvQNvuI7PGiqE,https://api.spotify.com/v1/audio-analysis/7HylaVoI7GvQNvuI7PGiqE,256027,4,"Sonata for Cello and Piano in D Minor, Op. 40: IV. Allegro - Arranged for Viola and Piano"
50,0.211,0.0117,7,-35.214,0,0.0412,0.987,0.568,0.0991,0.0672,90.447,audio_features,3YO3mDo6aMqgMWf6pIi7mr,spotify:track:3YO3mDo6aMqgMWf6pIi7mr,https://api.spotify.com/v1/tracks/3YO3mDo6aMqgMWf6pIi7mr,https://api.spotify.com/v1/audio-analysis/3YO3mDo6aMqgMWf6pIi7mr,308200,1,"Piano Trio No. 1 in D Minor, Op. 32: III. Elegie: Adagio"
51,0.11,0.0438,7,-20.501,1,0.0442,0.965,0.383,0.262,0.0368,80.955,audio_features,49EwpnNNoyCeATcJKI3A4G,spotify:track:49EwpnNNoyCeATcJKI3A4G,https://api.spotify.com/v1/tracks/49EwpnNNoyCeATcJKI3A4G,https://api.spotify.com/v1/audio-analysis/49EwpnNNoyCeATcJKI3A4G,674747,3,"Clarinet Quintet in B Minor, Op. 115: II. Adagio - Più lento"
52,0.418,0.0299,2,-28.189,1,0.0536,0.991,0.907,0.0619,0.0703,141.219,audio_features,025PCSJ8PFQoCqCNIWAJyk,spotify:track:025PCSJ8PFQoCqCNIWAJyk,https://api.spotify.com/v1/tracks/025PCSJ8PFQoCqCNIWAJyk,https://api.spotify.com/v1/audio-analysis/025PCSJ8PFQoCqCNIWAJyk,360480,4,"Fantasie in D minor, K. 397"
53,0.0923,0.0295,8,-27.789,0,0.0426,0.98,0.909,0.062,0.0299,86.453,audio_features,57vmIPdJjHTfJrrV14IWZb,spotify:track:57vmIPdJjHTfJrrV14IWZb,https://api.spotify.com/v1/tracks/57vmIPdJjHTfJrrV14IWZb,https://api.spotify.com/v1/audio-analysis/57vmIPdJjHTfJrrV14IWZb,644667,4,"Prélude à l’après-midi d’un faune, L. 86"
54,0.452,0.0757,6,-17.739,0,0.0596,0.994,0.844,0.098,0.119,67.214,audio_features,3mJjhRKV3rcIatqx2MGDzW,spotify:track:3mJjhRKV3rcIatqx2MGDzW,https://api.spotify.com/v1/tracks/3mJjhRKV3rcIatqx2MGDzW,https://api.spotify.com/v1/audio-analysis/3mJjhRKV3rcIatqx2MGDzW,238547,4,"Prelude in C-Sharp Minor, Op. 3 No. 2"
55,0.259,0.111,9,-16.797,1,0.0354,0.899,0.614,0.101,0.121,103.72,audio_features,4bR9KKk0rJ6XCLuugSZaAR,spotify:track:4bR9KKk0rJ6XCLuugSZaAR,https://api.spotify.com/v1/tracks/4bR9KKk0rJ6XCLuugSZaAR,https://api.spotify.com/v1/audio-analysis/4bR9KKk0rJ6XCLuugSZaAR,414373,3,"Swan Lake, Ballet Suite, Op. 20: Waltz"
56,0.146,0.133,1,-18.292,1,0.039,0.977,0.936,0.0971,0.0581,174.494,audio_features,2zyrvYvb069q0139XdJqZd,spotify:track:2zyrvYvb069q0139XdJqZd,https://api.spotify.com/v1/tracks/2zyrvYvb069q0139XdJqZd,https://api.spotify.com/v1/audio-analysis/2zyrvYvb069q0139XdJqZd,163413,4,Rhapsody on a Theme of Paganini: V. Variation XVIII
57,0.22,0.0568,2,-24.19,0,0.0433,0.986,0.896,0.0796,0.0947,104.197,audio_features,1dyu8koK2KbbfFzrOii30p,spotify:track:1dyu8koK2KbbfFzrOii30p,https://api.spotify.com/v1/tracks/1dyu8koK2KbbfFzrOii30p,https://api.spotify.com/v1/audio-analysis/1dyu8koK2KbbfFzrOii30p,194760,3,"Drei Fantasiestücke, Op. 73 : I. Zart und mit Ausdruck"
58,0.247,0.291,8,-16.98,1,0.0318,0.979,0.89,0.107,0.246,85.136,audio_features,2sAWdoENO0EK1qeYTJ5Pwe,spotify:track:2sAWdoENO0EK1qeYTJ5Pwe,https://api.spotify.com/v1/tracks/2sAWdoENO0EK1qeYTJ5Pwe,https://api.spotify.com/v1/audio-analysis/2sAWdoENO0EK1qeYTJ5Pwe,387640,3,"Polonaise in A-Flat Major, Op. 53"
59,0.468,0.0127,7,-36.856,1,0.123,0.994,0.937,0.094,0.356,72.776,audio_features,5NGtFXVpXSvwunEIGeviY3,spotify:track:5NGtFXVpXSvwunEIGeviY3,https://api.spotify.com/v1/tracks/5NGtFXVpXSvwunEIGeviY3,https://api.spotify.com/v1/audio-analysis/5NGtFXVpXSvwunEIGeviY3,205867,3,Gymnopédie No. 1
60,0.208,0.201,5,-18.979,0,0.0286,0.982,0.908,0.269,0.188,87.702,audio_features,2Wggm6ZACJJAwbMGG388H6,spotify:track:2Wggm6ZACJJAwbMGG388H6,https://api.spotify.com/v1/tracks/2Wggm6ZACJJAwbMGG388H6,https://api.spotify.com/v1/audio-analysis/2Wggm6ZACJJAwbMGG388H6,156907,3,"Étude in C Minor, Op. 10, No. 12 ""Revolutionary"""
61,0.19,0.122,10,-22.168,1,0.0348,0.986,0.904,0.0981,0.0465,67.775,audio_features,5LLBhIRK53JXSkvscNrjPJ,spotify:track:5LLBhIRK53JXSkvscNrjPJ,https://api.spotify.com/v1/tracks/5LLBhIRK53JXSkvscNrjPJ,https://api.spotify.com/v1/audio-analysis/5LLBhIRK53JXSkvscNrjPJ,991366,4,"Piano Concerto No. 3 in D Minor, Op. 30: I. Allegro ma non tanto"
62,0.168,0.043,1,-24.021,1,0.0342,0.986,0.923,0.234,0.0367,82.698,audio_features,2gKEmGSa4QL8dUfFfdHKn1,spotify:track:2gKEmGSa4QL8dUfFfdHKn1,https://api.spotify.com/v1/tracks/2gKEmGSa4QL8dUfFfdHKn1,https://api.spotify.com/v1/audio-analysis/2gKEmGSa4QL8dUfFfdHKn1,636054,4,"Piano Concerto No. 3 in D Minor, Op. 30: II. Intermezzo. Adagio"
63,0.318,0.205,10,-19.102,1,0.0324,0.983,0.921,0.0541,0.0708,97.096,audio_features,3kknRXfp5eYIGu2WCr0Bqi,spotify:track:3kknRXfp5eYIGu2WCr0Bqi,https://api.spotify.com/v1/tracks/3kknRXfp5eYIGu2WCr0Bqi,https://api.spotify.com/v1/audio-analysis/3kknRXfp5eYIGu2WCr0Bqi,769090,4,"Piano Concerto No. 3 in D Minor, Op. 30: III. Finale. Alla breve"
